,Synset16,PoS,Palabra,TagCount
919,07203851,n,muerto,2
920,07567074,n,militar,7
921,07485319,n,policía,2
922,07482912,n,asaltante,1
923,00767259,n,apelación,5
924,04888919,n,instancia,3
925,05073898,n,convenio,3
926,05367872,n,conflicto,1
927,06201641,n,gabinete,3
928,05002688,n,recomendación,4
929,00811226,n,indulto,1
930,03794441,n,gracia,3
931,00770012,n,condena,2
932,03600463,n,vía,11
933,10628288,n,carbón,6
934,03630808,n,explotación,4
935,00418126,n,investigación,3
936,06093563,n,policía,5
937,05035921,n,castigo,1
938,00736489,n,regulación,1
939,06182884,n,órgano,5
940,10888430,n,semana,12
941,05391713,n,informe,18
942,03973686,n,nivel,14
943,06780036,n,yacimiento,3
944,07622519,n,supervisor,1
945,00148822,n,clausura,1
946,02661119,n,instalación,9
947,04381416,n,norma,1
948,00220085,n,cierre,6
949,10409482,n,circunstancia,6
950,05594325,n,inseguridad,1
951,06182017,n,oficina,2
952,02644452,n,equipo,5
953,02200827,n,aparato,5
954,02851548,n,herramienta,1
955,04897248,n,seguro,1
956,04697893,n,actitud,16
957,07505214,n,obrero,1
958,09556237,n,salario,3
959,10397595,n,miseria,2
960,00478127,n,negligencia,1
961,07412036,n,minero,1
962,00242644,n,explosión,3
963,06317549,n,campo,2
964,04496504,n,tipo,26
965,00011937,n,artefacto,4
966,06911394,n,Musa,2
967,07581578,n,especialista,6
