,Synset,W Num,Word,Type,Sense,Tag Count
724,100271263,0,desvalorización,n,1,0
725,100272713,0,desmoralización,n,1,0
726,100273449,0,degradación,n,1,0
727,100273877,0,branqueo,n,1,0
728,100276987,0,contaminación,n,2,0
729,100276987,0,polución,n,1,0
730,100278810,0,mastigación,n,1,0
731,100279835,0,movemento,n,4,0
732,100280853,0,chegada,n,3,0
733,100282050,0,progreso,n,3,0
734,100282613,0,carreira,n,5,0
735,100282613,0,traxectoria,n,2,0
736,100283127,0,desprazamento,n,3,0
737,100283127,0,locomoción,n,1,0
738,100283450,0,braquiación,n,1,0
739,100283568,0,andada,n,1,0
740,100283568,0,camiñada,n,1,0
741,100284101,0,paseo,n,1,0
742,100284409,0,camiñada,n,2,0
743,100284409,0,paseo,n,2,0
744,100284798,0,paseo,n,4,0
745,100285557,0,paso,n,3,0
